vid,VKE lsit,GPT isVisual Label,GPT + Keywords isVisual Label
,"Visual Key Event 10(visual): The video discusses the creation of the underwater world in Finding Nemo, including the use of light and color.",T,F
,"Visual Key Event 11(visual): The video discusses the challenges of creating the octopus character, Hank, in Finding Dory.",T,F
,Visual Key Event 12(visual): The video discusses the creation of metal surfaces in Cars and the rusted surfaces in Wall-E.,T,F
,Visual Key Event 13(visual): The video discusses the combination of fur and water animation techniques to create the effect of wet fur in Ratatouille.,T,F
,"Visual Key Event 14(visual): The video discusses the importance of lighting in CG animation, using Ratatouille and Coco as examples.",T,F
,Visual Key Event 15(visual): The video discusses the challenges of animating clothing on skeleton characters in Coco.,T,F
,"Visual Key Event 16(visual): The video discusses the improvements in human character animation in The Incredibles 2, particularly the character Jack Jack.",T,F
,"Visual Key Event 17(visual): The video discusses the advancements in animation from Toy Story to Toy Story 4, including the creation of realistic fur and rain scenes.",T,F
,Visual Key Event 18(visual): The video discusses the techniques used to animate Bo Peep's porcelain skin in Toy Story 4.,T,F
,"Visual Key Event 19(visual): The video discusses the creation of the character Forky in Toy Story 4, highlighting the simplicity of his design.",T,F
RHbDxf4EKb0.txt
,"Visual Key Event 1(non-visual): The video starts with music playing, and a conversation about a dinner appointment is made.",F,F
,Visual Key Event 2(non-visual): A character named Beatrice is complimented on her blue dress and reassured about a secret.,F,F
,Visual Key Event 3(non-visual): Beatrice decides to have a long sleep and is advised to have breakfast in bed.,F,F
,Visual Key Event 4(non-visual): A character expresses their love for Mr. De Winter and defends their right to marry and be happy.,F,F
,Visual Key Event 5(non-visual): A heated argument ensues about the character's actions and intentions towards Mr. De Winter.,F,F
,Visual Key Event 6(non-visual): The character is accused of causing Mr. De Winter's suffering and is confronted about their feelings.,F,F
,Visual Key Event 7(non-visual): The character is reminded of the late Mrs. De Winter and the impact of her absence.,F,F
,Visual Key Event 8(non-visual): Mrs. Danvers reminisces about the late Mrs. De Winter's strong and independent nature.,F,F
,Visual Key Event 9(non-visual): Mrs. Danvers recounts a memory of Mrs. De Winter's courage and determination.,F,F
,Visual Key Event 10(non-visual): Mrs. Danvers confronts the character about their inability to replace Mrs. De Winter.,F,F
,Visual Key Event 11(non-visual): Mrs. Danvers suggests that the character is not wanted at Manderley and should leave.,F,F
GHYOyr_ISUY.txt
jGuN68Z9rAY.txt
,"Visual Key Event 1(visual): Jacko and Dom have been building their tiny house for a year, and they move the house to their site.",T,T
,"Visual Key Event 2(visual): The tiny house is completed with finishing touches, and it is now a different phenomenon.",T,T
,Visual Key Event 3(non-visual): The narrator expresses excitement to see what Jacko and Dom have achieved.,F,F
,"Visual Key Event 4(visual): The house is now on-site, and they have added a deck, balustrades, landscaping, and finishing touches inside.",T,T
,Visual Key Event 5(non-visual): Jacko and Dom express their love for the house and their excitement to show it to George.,F,F
,Visual Key Event 6(visual): The exterior of the house is admired for its contemporary design and how it fits into the environment.,T,F
,"Visual Key Event 7(visual): The interior of the house is admired for its sense of space, color, and connection to the outside.",T,F
,"Visual Key Event 8(visual): The house's unique features, such as the fold-down bed and the cladding, are admired.",T,F
,Visual Key Event 9(visual): The bathroom and the bedroom in the tiny house are admired for their spaciousness and functionality.,T,F
,Visual Key Event 10(non-visual): The house is praised for its efficient use of space and comfort.,F,F
,Visual Key Event 11(non-visual): The house is described as a safe and comfortable space for two kids.,F,F
,Visual Key Event 12(non-visual): The house is admired for its view and the feeling of home it provides.,F,F
,"Visual Key Event 13(non-visual): The process of building the house is described as a roller coaster, but ultimately rewarding.",F,F
,Visual Key Event 14(non-visual): The house is described as a great place to relax at the end of the day.,F,F
,Visual Key Event 15(non-visual): The narrator expresses pride in Jacko and Dom's achievement.,F,F
H9jjNPfeWmA.txt
,"Visual Key Event 1(non-visual): The speaker introduces herself and her passion for women's empowerment, referencing Indian goddesses as symbols of strength and power.",F,F
,Visual Key Event 2(non-visual): The speaker shares a personal story about a girl from Mumbai who was denied opportunities due to her gender.,F,F
,Visual Key Event 3(non-visual): The speaker reveals that she is the girl from the story and discusses the struggles she faced due to societal norms.,F,F
,"Visual Key Event 4(non-visual): The speaker credits her parents, particularly her father, for instilling in her the values of grit and determination.",F,F
,"Visual Key Event 5(non-visual): The speaker discusses the potential of men and women working together, using her own successful partnership with her husband as an example.",F,F
,Visual Key Event 6(non-visual): The speaker discusses the importance of visual communication and the opportunities it opens up once a person is engaged.,F,F
,Visual Key Event 7(non-visual): The speaker discusses India's economic goals and the current gap between the vision and reality.,F,F
,Visual Key Event 8(non-visual): The speaker discusses the importance of education and questions whether the investment in education is making a difference.,F,F
,Visual Key Event 9(non-visual): The speaker discusses the underrepresentation of women in employment and the low literacy rate among women in India.,F,F
,Visual Key Event 10(non-visual): The speaker sees the current state of affairs as an opportunity for educated women in India to contribute to the country's economic development.,F,F
,Visual Key Event 11(non-visual): The speaker discusses the need for a big change in the value system to allow educated women to contribute positively to the nation.,F,F
,Visual Key Event 12(non-visual): The speaker discusses the need for a change in mindset and the responsibility of men and society to bring about this change.,F,F
,"Visual Key Event 13(non-visual): The speaker encourages the audience to work towards achieving India's dream number by 2020, emphasizing the importance of gender equality.",F,F
NQU7dxNJZEs.txt
,Visual Key Event 1(non-visual): The speaker discusses her struggle with waking up early for the gym and considers alternative workout times.,F,F
,Visual Key Event 2(non-visual): The speaker expresses her disappointment with not being able to wake up early and considers working out at night.,F,F
,Visual Key Event 3(non-visual): The speaker decides to try working out at night and plans to fit it into her schedule.,F,F
,Visual Key Event 4(non-visual): The speaker discusses her tiredness and the challenges of being a mom.,F,F
,Visual Key Event 5(visual): The speaker prepares and drinks a green smoothie.,T,T
,Visual Key Event 6(non-visual): The speaker discusses her plans for the day and promises to show her lunch later.,F,F
,Visual Key Event 7(visual): The speaker goes shopping and shows the items she bought.,T,T
,Visual Key Event 8(visual): The speaker continues to show the items she bought from the store.,T,T
,Visual Key Event 9(non-visual): The speaker discusses the cost of her shopping trip.,F,F
,Visual Key Event 10(visual): The speaker prepares and eats a sandwich for lunch.,T,T
,Visual Key Event 11(non-visual): The speaker discusses her meal plan for the day and the upcoming family weekend.,F,F
,Visual Key Event 12(non-visual): The speaker discusses her plans for the evening with her family.,F,F
,Visual Key Event 13(non-visual): The speaker discusses her dinner and her plans for the rest of the night.,F,F
,Visual Key Event 14(non-visual): The speaker discusses her plans for the gym the next day and her acceptance if she doesn't make it.,F,F
,"Visual Key Event 15(non-visual): The speaker reflects on her day, expressing satisfaction with her healthy eating and steps count, and signs off for the day.",F,F
vFgbJomoWac.txt
,"Visual Key Event 1(non-visual): The speaker reflects on his decision to start his journey in May, avoiding the large group of people starting in April.",F,F
,Visual Key Event 2(non-visual): The speaker discusses his current pace and the need to increase it to meet his timeline.,F,F
,Visual Key Event 3(visual): The speaker talks about his knee problems and shows the KT Tape he uses for support.,T,F
,Visual Key Event 4(visual): The speaker recounts his first encounters with a bear and a rattlesnake on the trail.,T,F
,Visual Key Event 5(non-visual): The speaker reflects on a missing-persons report he had been thinking about.,F,F
,"Visual Key Event 6(non-visual): The speaker begins to share personal details about himself, including his real name and trail name.",F,F
,Visual Key Event 7(non-visual): The speaker shares his educational background and how he paid for his education.,F,F
,Visual Key Event 8(non-visual): The speaker discusses his military service and his move to Los Angeles to pursue a career in the entertainment industry.,F,F
,Visual Key Event 9(non-visual): The speaker talks about his experience working on the TV show ER and his subsequent deployment to Iraq.,F,F
,Visual Key Event 10(non-visual): The speaker shares his experience working in the military science department at USC and his return to the military.,F,F
,Visual Key Event 11(non-visual): The speaker discusses his decision to leave the DGA training program and his subsequent promotion and move to Europe.,F,F
,Visual Key Event 12(non-visual): The speaker talks about his decision to hike the Appalachian Trail and the delay in his start date due to a military assignment in Korea.,F,F
,Visual Key Event 13(non-visual): The speaker concludes his personal introduction and thanks the viewers for joining him on his journey.,F,F
,Visual Key Event 14(non-visual): The speaker encourages viewers to subscribe and announces his plan to donate all proceeds from the video to the Wounded Warrior organization.,F,F
NM08R4kWcB8.txt
,Visual Key Event 1(non-visual): The speaker expresses surprise and discusses the importance of unity.,F,F
,"Visual Key Event 2(visual): The speaker is running late due to Juliet's long nap and they are preparing to meet a friend, Nicole.",T,T
,Visual Key Event 3(visual): The speaker and a friend discuss using time wisely and hear a cat yowling in the car.,T,F
,Visual Key Event 4(non-visual): The speaker discusses the importance of doing things for the glory of God.,F,F
,Visual Key Event 5(visual): The speaker interacts with a man and expresses love.,T,T
,Visual Key Event 6(visual): The speaker is having lunch at a new place and describes the unique atmosphere.,T,T
,Visual Key Event 7(visual): The speaker explores a closed-off area and identifies an anchor.,T,T
,Visual Key Event 8(visual): The speaker is having lunch and describes Juliet's pureed cauliflower lunch.,T,T
,"Visual Key Event 9(non-visual): The speaker discusses learning about oils from a friend, Nicole.",F,F
,Visual Key Event 10(non-visual): The speaker discusses a beautiful scene and the authenticity of a voice.,F,F
,Visual Key Event 11(non-visual): The speaker discusses a misunderstanding and the backlash it caused.,F,F
,Visual Key Event 12(visual): The speaker admires a beautiful boat.,T,F
,"Visual Key Event 13(visual): The speaker enjoys lunch and dessert, and discusses the color of an anchor on a boat.",T,T
,Visual Key Event 14(visual): The speaker discusses a painful walk and a gateway.,T,F
,Visual Key Event 15(non-visual): The speaker arrives home after a great day.,F,F
,Visual Key Event 16(visual): The speaker is making dinner and shows Abram stalling.,T,T
,Visual Key Event 17(visual): The speaker interacts with Abram and discusses watching TV.,T,T
,Visual Key Event 18(non-visual): The speaker invites others in and discusses a big meal.,F,F
,Visual Key Event 19(non-visual): The speaker discusses homework and watching a life event.,F,F
,Visual Key Event 20(visual): The speaker discusses cutting open a toy and checking for mold.,T,F
,Visual Key Event 21(non-visual): The speaker discusses the possibility of melting the toy back together and admires a beautiful scene.,F,F
,Visual Key Event 22(non-visual): The speaker praises a great writer and discusses sleep schedules.,F,F
,Visual Key Event 23(non-visual): The speaker discusses the need for a nap and prepares for a trucker event.,F,F
8LX4earN0gY.txt
,Visual Key Event 1(non-visual): The speaker discusses her water breaking and the lack of contractions.,F,F
,Visual Key Event 2(visual): The speaker describes the continuous leakage of her waters throughout the night.,T,F
,Visual Key Event 3(non-visual): The speaker talks about her current state and plans to induce labor if natural labor doesn't occur.,F,F
,Visual Key Event 4(non-visual): The speaker expresses her excitement and shares the plan to be induced at the hospital.,F,F
,Visual Key Event 5(visual): The speaker shows her belly and expresses anticipation for the baby's arrival.,T,T
,Visual Key Event 6(visual): The speaker and her mom are on their way to the hospital.,T,T
,Visual Key Event 7(non-visual): The speaker discusses the waiting process at the hospital and the plan to induce labor in the morning.,F,F
,Visual Key Event 8(visual): The speaker describes feeling unwell after the gel application and her subsequent vomiting.,T,F
,Visual Key Event 9(visual): The speaker talks about her worsening contractions and her request for gas to manage the pain.,T,F
,Visual Key Event 10(visual): The speaker is hooked up to the induction machine and expresses her apprehension.,T,T
,Visual Key Event 11(visual): The speaker describes the quick labor process and the intense pain she experienced.,T,F
,Visual Key Event 12(visual): The speaker shares the joy of having her baby and the support she received from her mom.,T,F
,Visual Key Event 13(non-visual): The speaker discusses the need to stay in the hospital due to the risk of infection for the baby and her hope to go home soon.,F,F
ND9g4p7Xmvc.txt
,"Visual Key Event 1(non-visual): The speaker is in Houston, staying at a hotel near the airport, and is on standby for a flight to Ecuador.",F,F
,"Visual Key Event 2(non-visual): The speaker discusses her potential travel plans, including possibly taking a bus or waiting for a confirmed flight.",F,F
,Visual Key Event 3(non-visual): The speaker mentions that she is out of food and plans to find a market to buy some fruit.,F,F
,"Visual Key Event 4(non-visual): The speaker discusses her plans for the day, including possibly meeting someone at the mall and getting a massage.",F,F
,"Visual Key Event 5(visual): The speaker shows the state of the hotel room, which has been ""terrorized"" by the girls.",T,T
,Visual Key Event 6(non-visual): The speaker expresses hope that she will be able to get on her flight on time.,F,F
,"Visual Key Event 7(visual): The speaker is at a mall, having lunch and considering seeing a movie.",T,T
,Visual Key Event 8(visual): The speaker meets a viewer of her videos and her family at the mall.,T,T
,"Visual Key Event 9(non-visual): The speaker discusses her food intake for the day, including tea, a smoothie, and bananas.",F,F
,"Visual Key Event 10(visual): The speaker is at a Mexican restaurant, where she orders a salad and adds fruit to it.",T,T
,"Visual Key Event 11(non-visual): The speaker reflects on her day, expressing gratitude for the people she met and the experiences she had.",F,F
1zpecSpou0Q.txt
1-jnsbRQYCM.txt
,Visual Key Event 1(non-visual): The speaker introduces himself and his new equipment for filming a coin roll video.,F,F
,"Visual Key Event 2(visual): The speaker begins to go through the coin rolls, commenting on the coins he finds.",T,T
,Visual Key Event 3(non-visual): The speaker mentions that he will edit the video and jokes about not having a channel.,F,F
,Visual Key Event 4(visual): The speaker finds an interesting coin and shows it to the camera.,T,T
,"Visual Key Event 5(visual): The speaker continues to go through the coin rolls, commenting on the coins he finds.",T,T
,Visual Key Event 6(visual): The speaker finds a good-looking coin and sets it aside.,T,T
,"Visual Key Event 7(visual): The speaker continues to go through the coin rolls, commenting on the coins he finds.",T,T
,Visual Key Event 8(visual): The speaker drops a coin and jokes about it rolling under the refrigerator.,T,T
,Visual Key Event 9(visual): The speaker finds a decent-looking bicentennial coin and sets it aside.,T,T
,Visual Key Event 10(visual): The speaker finds another coin and sets it aside.,T,T
,Visual Key Event 11(visual): The speaker finds a decent-looking bicentennial coin and sets it aside.,T,T
,Visual Key Event 12(visual): The speaker finds another coin and sets it aside.,T,T
,Visual Key Event 13(visual): The speaker finds a decent-looking bicentennial coin and sets it aside.,T,T
,Visual Key Event 14(visual): The speaker finds another coin and sets it aside.,T,T
,Visual Key Event 15(visual): The speaker finds a decent-looking bicentennial coin and sets it aside.,T,T
,Visual Key Event 16(visual): The speaker finds another coin and sets it aside.,T,T
S1-xgIAVK4s.txt
,Visual Key Event 1(non-visual): The speaker introduces herself and expresses her excitement about her first Christmas video on YouTube.,F,F
,"Visual Key Event 2(visual): The speaker shares her Christmas wish list, starting with a laptop that she is saving up for.",T,F
,"Visual Key Event 3(visual): The speaker expresses her desire for more washi tape, showing her existing collection.",T,F
,Visual Key Event 4(visual): The speaker mentions her wish for more candles for her room.,T,F
,Visual Key Event 5(visual): The speaker expresses her need for a new notebook as her current one is running out.,T,F
,Visual Key Event 6(visual): The speaker shares her love for a certain brand of sweets and her wish to get more.,T,F
,Visual Key Event 7(visual): The speaker expresses her desire for more cushions and an extra blanket.,T,F
,Visual Key Event 8(visual): The speaker continues her wish list with more room decorations.,T,T
,Visual Key Event 9(non-visual): The speaker concludes her wish list and explains how to win a Polaroid camera she is giving away.,F,F
,"Visual Key Event 10(non-visual): The speaker concludes the video, reminding viewers to subscribe and like the video, and announces the duration of the giveaway.",F,F
Q_EAYzJFt2g.txt
,"Visual Key Event 1(visual): The instructor demonstrates how to perform one-digit addition on the abacus, using the examples 1+3, 5+3, and 6+3.",T,T
,"Visual Key Event 2(visual): The instructor moves on to two-digit addition, using the examples 13+11, 22+21, 41+53, 21+11, and 61+33.",T,T
,"Visual Key Event 3(visual): The instructor explains how to read three-digit numbers on the abacus, using the examples 811, 894, 773, and 944.",T,F
,"Visual Key Event 4(visual): The instructor demonstrates three-digit addition on the abacus, using the examples 221+223 and 625+324.",T,T
,"Visual Key Event 5(visual): The instructor begins demonstrating one-digit subtraction on the abacus, using the examples 4-2, 7-6, and 9-8.",T,T
,"Visual Key Event 6(visual): The instructor moves on to two-digit subtraction, using the examples 48-27, 99-17, and 65-50.",T,T
,"Visual Key Event 7(visual): The instructor demonstrates three-digit subtraction on the abacus, using the examples 128-111, 454-252, and 987-675.",T,T
,"Visual Key Event 8(non-visual): The instructor mentions a concept called ""little friend"" that will be covered in the next video and encourages viewers to practice the demonstrated calculations.",F,F
0kqbw3AwgLo.txt
,"Visual Key Event 1(non-visual): The speaker is in the backseat of a car, heading to the Motor City Mall to take Christmas pictures of their kids.",F,F
,Visual Key Event 2(non-visual): The speaker discusses a Houston Rockets hoodie that his wife bought for him at a discounted price.,F,F
,Visual Key Event 3(non-visual): The speaker expresses his excitement about the Houston Rockets' performance and predicts they will win the NBA finals.,F,F
,Visual Key Event 4(non-visual): The speaker talks about the cold weather and how it contrasts with the previous day's temperature.,F,F
,Visual Key Event 5(visual): The speaker shows the traffic situation while trying to get into the mall.,T,T
,Visual Key Event 6(visual): The speaker and his family arrive at the mall and prepare to take pictures.,T,T
,Visual Key Event 7(visual): The speaker leaves the picture place due to a long wait and decides to return another day.,T,T
,Visual Key Event 8(visual): The speaker comments on a pair of Kobe shoes that he finds appealing.,T,F
,"Visual Key Event 9(visual): The speaker leaves the mall, commenting on the wind and the Air Jordan 3 shoes.",T,T
,Visual Key Event 10(non-visual): The speaker arrives at his parents' house and talks about a game he downloaded on his phone.,F,F
,Visual Key Event 11(visual): The speaker plays the Mario Run game on his phone and comments on its features.,T,T
,"Visual Key Event 12(visual): The speaker continues to play the game, trying to pass a level.",T,T
,"Visual Key Event 13(non-visual): The speaker concludes the vlog, showing some Christmas presents and asking viewers to subscribe, like, and comment.",F,F
-yGmk-7X3Fs.txt
,"Visual Key Event 1(non-visual): The vloggers, Danny and the speaker, joke about going to the gym but instead decide to go to Freddy's frozen custard and steak burgers for lunch.",F,F
,Visual Key Event 2(visual): They arrive at the gym and prepare to start their workout routine.,T,T
,Visual Key Event 3(non-visual): They discuss their workout routine and their plan to document their weight loss process.,F,F
,"Visual Key Event 4(visual): Danny starts his first set of the workout, which involves eating fries.",T,T
,"Visual Key Event 5(visual): They continue their workout, moving on to eating half of their steak burger.",T,T
,Visual Key Event 6(visual): They discuss their workout progress and encourage each other.,T,F
,"Visual Key Event 7(visual): They discuss their different workout strategies, with the speaker going half and half and Danny eating fries first.",T,F
,"Visual Key Event 8(visual): They finish their workout, with the speaker commenting on Tina's habit of leaving a little bit of food left.",T,T
,"Visual Key Event 9(visual): They reflect on their workout and decide to hold back on getting a sundae, instead opting for a purple penguin later.",T,F
,Visual Key Event 10(non-visual): They joke about leaving their cups out and being recognized by their viewers.,F,F
,"Visual Key Event 11(non-visual): The speaker prepares dinner and waits for Danny to return from soccer practice, commenting on their sleeping child.",F,F
,Visual Key Event 12(visual): The speaker shows the viewers the cleaning work done by Ashlyn in their room and bathroom.,T,T
,"Visual Key Event 13(non-visual): The speaker wraps up the day, praising Ashlyn and looking forward to watching the debates.",F,F
Y6eWmpgvl2k.txt
,"Visual Key Event 1(non-visual): The team arrives at a crowded trailhead in Rainier National Park, preparing to climb the DC route to the summit of Rainier in one day.",F,F
,"Visual Key Event 2(visual): The team arrives at their accommodation, discussing their preparation and anticipation for the climb.",T,T
,"Visual Key Event 3(non-visual): The team wakes up early in the morning to start their climb, discussing their plan and expressing some anxiety.",F,F
,"Visual Key Event 4(visual): The team begins their climb, heading up the snow field to Camp Muir.",T,T
,"Visual Key Event 5(visual): The team continues their climb, passing through Camp Muir and approaching Disappointment Cleaver.",T,T
,"Visual Key Event 6(visual): The team reaches Disappointment Cleaver, discussing their progress and the crowds of climbers ahead.",T,T
,"Visual Key Event 7(visual): The team continues their climb, navigating around other climbers and crossing ladders.",T,T
,"Visual Key Event 8(visual): The team reaches the summit of Rainier, expressing satisfaction and relief.",T,T
,"Visual Key Event 9(visual): The team begins their descent, stopping at Camp Muir to change into shorts.",T,T
,"Visual Key Event 10(visual): The team completes their descent, reflecting on their journey and the crowds at the trailhead.",T,T
,"Visual Key Event 11(non-visual): The team concludes their adventure, summarizing their achievement and expressing satisfaction.",F,F
P5lDJYAsy_E.txt
,"Visual Key Event 1(non-visual): Emily introduces herself and the topic of the video, which is about extending a web scraper exercise by using command line options.",F,F
,"Visual Key Event 2(non-visual): Emily explains the new feature they want to add to the program, which is to output a summary statistic when the user inputs ""-S"".",F,F
,"Visual Key Event 3(non-visual): Emily starts modifying the program to look for the ""-S"" option in the command line.",F,F
,"Visual Key Event 4(non-visual): Emily demonstrates how to use the grep program to search for the ""-S"" option in the command line and remove it from the Arg V array.",F,F
,"Visual Key Event 5(non-visual): Emily tests the program to ensure that the ""-S"" option has been successfully removed from the Arg V array.",F,F
,"Visual Key Event 6(non-visual): Emily confirms that the program is working as expected, with the summary variable correctly set and the ""-S"" option removed from the Arg V array.",F,F
,Visual Key Event 7(non-visual): Emily identifies the parts of the code where the printing behavior needs to be changed based on the summary flag variable.,F,F
,Visual Key Event 8(non-visual): Emily modifies the program to calculate the total percentage and number of streams when the summary option is selected.,F,F
,Visual Key Event 9(non-visual): Emily continues modifying the program to increment the total percentage and number of streams for each lecture stream found.,F,F
,Visual Key Event 10(non-visual): Emily adds a check to the program to print the summary statistic if the summary option is selected.,F,F
,Visual Key Event 11(non-visual): Emily tests the program with the summary option and confirms that it is working as expected.,F,F
,Visual Key Event 12(non-visual): Emily tests the program without the summary option and confirms that the original behavior is retained.,F,F
,Visual Key Event 13(non-visual): Emily concludes the video by summarizing the steps taken to add an option to the program and wishing the viewers luck in their labs.,F,F
ABdevFdahy4.txt
,"Visual Key Event 1(non-visual): The hosts introduce the topic of the video, which is a Q&A session about footballers who have improved since the restart of the Premier League.",F,F
,"Visual Key Event 2(non-visual): The hosts discuss the fear that some players might not perform as well after the restart, but note that many have continued to be great.",F,F
,"Visual Key Event 3(non-visual): The hosts highlight the performance of Danny Ings, who has been brilliant before and after the lockdown.",F,F
,"Visual Key Event 4(non-visual): The hosts discuss the improvement of Alan Saint-Maximin at Newcastle, noting his increasing comfort and confidence in each game.",F,F
,"Visual Key Event 5(non-visual): The hosts discuss other players who have been great, including Leandro Trossard at Brighton and Mason Greenwood.",F,F
,"Visual Key Event 6(non-visual): The hosts discuss the surprising performance of Anthony Martial, who has been consistent and is now among the top goal scorers in the Premier League.",F,F
,"Visual Key Event 7(non-visual): The hosts discuss the performance of Mason Greenwood, who has been impressive since the restart.",F,F
,"Visual Key Event 8(non-visual): The hosts discuss the performance of Leon Goretzka at Bayern and Sergio Ramos at Real Madrid, noting that they have been brilliant since the restart.",F,F
,"Visual Key Event 9(non-visual): The hosts discuss the drop-off in performance of some teams since the restart, including Leicester and Liverpool.",F,F
,"Visual Key Event 10(non-visual): The hosts discuss the improvement of Christian Pulisic, who has become a starter for Chelsea and has been impressive in every game.",F,F
,"Visual Key Event 11(non-visual): The hosts discuss the consistent performance of Raheem Sterling, who has been scoring many goals.",F,F
,Visual Key Event 12(non-visual): The hosts conclude that the most improved player since the restart is Christian Pulisic.,F,F
,"Visual Key Event 13(non-visual): The hosts discuss other players who have been good, including those from Wolves and Sheffield United.",F,F
,"Visual Key Event 14(non-visual): The hosts discuss the performance of some teams, noting that Sheffield United has managed to hold on to their position despite some losses.",F,F
,Visual Key Event 15(non-visual): The hosts conclude the video by asking viewers to share their thoughts on the most improved players of the season.,F,F
SEZp-0O7dkA.txt
,Visual Key Event 1(non-visual): The speaker introduces herself and mentions her intention to review a new product on the market.,F,F
,Visual Key Event 2(non-visual): The speaker shares her experience of purchasing the product from Sephora and her decision to try it based on the recommendation of a store employee.,F,F
,Visual Key Event 3(visual): The speaker shows the product packaging and describes its appearance.,T,T
,Visual Key Event 4(visual): The speaker applies the product on her hand to demonstrate its look and then shows her eyelids where she has applied the product.,T,T
,Visual Key Event 5(non-visual): The speaker discusses the product's application and its effect on bare lids or over concealer.,F,F
,"Visual Key Event 6(visual): The speaker explains her makeup process, including the use of concealer and a shade from the Nubian 2 palette, followed by the application of the glitter.",T,F
,"Visual Key Event 7(visual): The speaker shows the product's finish on her skin, emphasizing its matte finish and lack of fallout.",T,T
,"Visual Key Event 8(non-visual): The speaker discusses the product's price and quantity, recommending it to viewers.",F,F
,"Visual Key Event 9(non-visual): The speaker concludes her review, inviting viewers to ask any questions they may have about the product.",F,F
qDKU0rSnd6k.txt
,"Visual Key Event 1(non-visual): Darcy Zell introduces herself and her boyfriend, Brian, and they discuss their plans to check their stone crab traps.",F,F
,Visual Key Event 2(non-visual): Darcy and Brian discuss their roles as full-time content creators and their goal to inspire their viewers.,F,F
,Visual Key Event 3(non-visual): Darcy expresses her excitement about checking the stone crab traps and apologizes for a delay in doing so.,F,F
,"Visual Key Event 4(visual): Darcy and Brian set off to check their stone crab traps, hoping to find some crabs inside.",T,T
,"Visual Key Event 5(visual): Darcy retrieves the first crab trap and finds a crab inside, which she determines is a keeper.",T,T
,"Visual Key Event 6(visual): Darcy removes the crab's claw and releases it back into the water, explaining that the claw will grow back.",T,T
,"Visual Key Event 7(visual): Darcy checks the second trap, which is empty, and then moves on to the third trap.",T,T
,"Visual Key Event 8(visual): Darcy retrieves the third trap, which contains three stone crabs, and removes the claws of the keeper crabs.",T,T
,Visual Key Event 9(visual): Darcy accidentally cuts herself while preparing bait for the crab traps.,T,T
,"Visual Key Event 10(non-visual): Darcy and Brian decide to return home due to Darcy's injury, leaving one trap unchecked.",F,F
,"Visual Key Event 11(non-visual): Darcy wraps up the video, expressing her excitement about the successful crabbing trip and asking viewers for feedback.",F,F
n1MIslYNju8.txt
,"Visual Key Event 1(non-visual): The speaker introduces the final video of setting up a 75-gallon tank, recapping the previous videos and mentioning the items used.",F,F
,"Visual Key Event 2(visual): The speaker describes the substrate used in the tank, including sand, eco complete, and gravel.",T,F
,"Visual Key Event 3(visual): The speaker discusses the types of plants added to the tank, including Amazon sword, bacopa, lobelia cardinalis, and different types of anubius.",T,F
,"Visual Key Event 4(visual): The speaker shows the growth of the plants over three weeks, highlighting the addition of a fake plant and the growth of water lettuce.",T,T
,"Visual Key Event 5(visual): The speaker shows the fish added to the tank, including female betas, Cory's, clown loach, clown pleco, auto-sync 'less, Harlequin wrasse borås, and Denison Bob.",T,T
,"Visual Key Event 6(visual): The speaker discusses the size requirements of the Denison Barb and the clown loach, and the community nature of the other fish.",T,F
,Visual Key Event 7(visual): The speaker discusses the impact of an ich outbreak on the plants and the subsequent recovery and growth.,T,F
,Visual Key Event 8(non-visual): The speaker discusses the temporary use of a fake plant for coverage and the future removal once the bacopa grows.,F,F
,"Visual Key Event 9(non-visual): The speaker reviews the plants purchased from h2o plants, noting their survival and growth despite issues in the tank.",F,F
,"Visual Key Event 10(non-visual): The speaker discusses the appearance of the tank, noting that it often looks empty due to the few fish.",F,F
,"Visual Key Event 11(non-visual): The speaker discusses the behavior of the female betas, noting their acceptance of other fish and their laid-back nature.",F,F
,"Visual Key Event 12(non-visual): The speaker discusses the future plans for the tank, including more planting and the addition of more fish.",F,F
,"Visual Key Event 13(non-visual): The speaker discusses future videos, including care for the plants, feeding the community tank, treating ich, and a big update once all fish have been added.",F,F
,Visual Key Event 14(non-visual): The speaker asks for suggestions for future videos and asks viewers to share their favorite fish added to the tank.,F,F
,"Visual Key Event 15(non-visual): The speaker concludes the video, thanking viewers for watching and asking for a thumbs up if they enjoyed it.",F,F
V7xk-kgpZmk.txt
,Visual Key Event 1(non-visual): The speaker introduces himself and explains that he is at Tesco for a weekly shopping trip.,F,F
,"Visual Key Event 2(non-visual): The speaker discusses his shopping habits and the purpose of the video, which is to show viewers what a weekly shop looks like for him.",F,F
,Visual Key Event 3(non-visual): The speaker finishes shopping and discusses the location of his car and the reason for parking far away.,F,F
,Visual Key Event 4(non-visual): The speaker discusses the cost of the shopping trip and mentions that he bought a few extra items.,F,F
,Visual Key Event 5(non-visual): The speaker returns home and prepares to break down the items he bought.,F,F
,"Visual Key Event 6(visual): The speaker shows the viewers the proteins he bought, including lean meats and fish.",T,T
,"Visual Key Event 7(visual): The speaker shows the viewers the carbohydrates he bought, including wraps, bagels, pasta, and breads.",T,T
,"Visual Key Event 8(visual): The speaker shows the viewers the vegetables he bought, including kale, spinach, bananas, peppers, corn, and broccoli.",T,T
,"Visual Key Event 9(visual): The speaker shows the viewers the miscellaneous items he bought, including tea, protein bars, crisps, popcorn, and dark chocolate.",T,T
,Visual Key Event 10(visual): The speaker shows the viewers the ice cream he bought and discusses his love for ice cream.,T,T
